product,quality,season,state,quantity,market_distance,organic_certified,price_per_quintal
chana,medium,rabi,punjab,13.14786423,7.460109572,0,6347.92
tomato,medium,kharif,up,92.19356662,176.8223908,0,1603.75
cotton,medium,kharif,maharashtra,58.21280711,3.499109497,1,8945.59
onion,medium,rabi,karnataka,24.9758911,65.46672515,1,2487.27
jowar,low,zaid,haryana,33.12088874,104.7501954,0,2197.16
jowar,low,zaid,haryana,72.84213522,14.92264813,0,2351.07
tomato,medium,zaid,haryana,76.55426418,149.3696243,0,2378.1
rice,high,kharif,up,40.16262908,199.3629952,0,3168.81
jowar,medium,rabi,karnataka,16.32631282,60.47380676,0,2999.12
tomato,high,zaid,punjab,23.0883809,121.0481515,0,2667.08
tur,high,kharif,karnataka,37.07825432,75.98190896,0,8478.55
tur,high,zaid,haryana,63.06783767,128.2733638,0,6363.79
tomato,medium,zaid,up,22.29789242,110.3359128,0,2214.88
jowar,high,kharif,maharashtra,41.97102571,115.6189815,0,3317.08
tur,medium,zaid,mp,26.22696398,155.9296411,0,4356.02
cotton,medium,kharif,maharashtra,49.68760403,146.6556592,0,5654.94
tur,medium,rabi,rajasthan,49.42881619,19.19513934,0,5846.35
wheat,low,kharif,mp,35.50103948,164.5312245,0,1302.94
soybean,medium,kharif,maharashtra,50.33683724,195.3174678,1,4940.14
soybean,low,rabi,karnataka,94.16168118,113.9260209,0,3151.98
chana,medium,zaid,punjab,68.95467728,90.47022047,0,4435.26
cotton,medium,kharif,punjab,62.32273384,149.7447271,0,6950.52
rice,medium,kharif,karnataka,47.3588221,136.0425809,0,2865.56
wheat,high,zaid,karnataka,62.19707674,68.32321249,0,1962.69
wheat,high,zaid,punjab,9.35468391,78.99208552,0,2458.17
wheat,medium,kharif,mp,78.42438764,35.06433568,0,1908.59
tur,medium,zaid,rajasthan,29.60539838,58.06412079,0,4984.19
cotton,low,rabi,rajasthan,61.24846345,144.5999919,0,3796.38
chana,medium,rabi,karnataka,33.50737788,98.65288682,1,7371.72
rice,high,zaid,mp,24.01443498,59.53290119,0,2379.25
rice,high,zaid,punjab,76.49004203,147.1116397,0,2433.34
tur,medium,kharif,maharashtra,58.2359267,10.51737204,0,7951.86
onion,low,rabi,mp,50.54153009,109.0948465,0,1555.72
rice,high,zaid,haryana,79.20333938,181.8145053,0,2520.33
jowar,low,rabi,up,19.11436496,161.623751,0,2265.48
jowar,high,zaid,haryana,63.75143719,85.44943925,1,4279.63
tur,high,kharif,rajasthan,44.47755186,70.78216494,0,7416
rice,medium,rabi,haryana,56.86977562,171.1951721,1,3305.41
jowar,medium,zaid,karnataka,13.89203898,20.78706459,0,2949.15
tur,high,zaid,karnataka,70.65492084,35.74624732,0,6080.46
tomato,high,rabi,maharashtra,55.32142431,171.509318,0,2498.96
chana,medium,kharif,rajasthan,15.5686124,28.68372245,0,3717.52
tur,medium,kharif,maharashtra,70.29598186,165.6217019,0,7024.13
wheat,high,zaid,punjab,94.55716984,103.5739238,0,2355.82
tur,low,rabi,up,33.87544898,12.44874523,0,5651.59
tomato,low,kharif,punjab,51.5886824,15.82972419,0,1687.91
sugarcane,high,kharif,karnataka,28.88336102,179.7758081,0,304.76
tur,low,zaid,karnataka,10.26532408,40.45615351,0,4891.88
soybean,low,kharif,mp,38.27252934,16.21792567,0,3621.57
chana,medium,rabi,rajasthan,94.89880913,58.07218256,0,5242.99
tur,medium,rabi,rajasthan,89.35082129,23.59744166,0,5626.78
tomato,high,rabi,rajasthan,88.14134682,196.1067743,0,2318.11
chana,high,kharif,up,5.491770805,111.4623944,0,4370.27
rice,high,zaid,mp,81.22291825,31.24802922,0,2631.19
onion,high,zaid,mp,57.80316125,151.3219379,0,1532.83
onion,medium,kharif,punjab,97.01113943,68.26692017,0,1899.14
tomato,low,zaid,karnataka,61.04602507,123.8520428,0,1590.74
chana,high,zaid,haryana,36.22720749,136.4452753,1,6581.57
soybean,high,rabi,mp,4.148402041,180.5825784,0,3756.6
jowar,high,kharif,punjab,88.83322711,153.1651094,0,3853.66
jowar,high,zaid,punjab,72.97423302,85.01363472,1,4087.79
cotton,high,zaid,rajasthan,62.55417922,62.98806114,0,4911.4
rice,low,kharif,punjab,26.63923557,175.1152733,0,2715.41
sugarcane,medium,kharif,karnataka,48.43776539,37.28337104,0,310.99
tur,low,rabi,karnataka,95.87027719,16.63234663,0,5850.54
wheat,medium,zaid,karnataka,62.45011441,15.84530758,0,1914.43
onion,high,rabi,punjab,82.90041853,137.0813246,0,2296.41
cotton,high,rabi,up,80.3926813,139.3427201,1,6565.3
tur,low,zaid,karnataka,35.31773092,63.77075412,1,5560.75
jowar,medium,rabi,rajasthan,81.28215471,66.19573876,0,2796.37
wheat,low,zaid,maharashtra,47.65818802,109.6663997,0,1395.28
chana,medium,zaid,mp,22.05513467,112.3950479,0,4060.43
wheat,medium,zaid,karnataka,4.468133641,132.7652923,0,1726.86
jowar,high,rabi,rajasthan,79.90050311,121.8594879,0,3076.97
jowar,high,kharif,mp,75.00530367,174.0532931,0,3160
rice,medium,kharif,maharashtra,32.39178994,170.7526204,0,2756.37
jowar,medium,zaid,mp,30.96975481,166.5303005,0,2014.49
tomato,medium,zaid,rajasthan,97.75471021,117.5536925,0,1884.06
soybean,medium,zaid,haryana,57.50611086,182.8376848,0,3437.59
tur,medium,kharif,mp,4.079749835,102.6587165,0,6695.29
tur,medium,zaid,rajasthan,4.484305212,117.9955209,0,4243.68
jowar,high,rabi,karnataka,58.20929601,192.3581495,0,3021.56
rice,high,zaid,maharashtra,82.44297209,167.347514,0,2211.85
cotton,low,rabi,rajasthan,64.63954514,20.6074262,1,5631.96
tur,medium,rabi,mp,82.34931263,8.903770282,1,7869.1
cotton,low,kharif,punjab,80.3202046,94.95101235,0,6143.15
rice,low,rabi,haryana,63.63832069,70.50557025,0,2472.91
cotton,high,kharif,rajasthan,35.95503458,1.236590193,0,7133.2
tur,high,rabi,punjab,16.55128112,55.61071119,0,7455.08
chana,low,rabi,rajasthan,99.43566375,33.56630427,0,4582
onion,high,zaid,mp,56.79160652,170.4748195,0,1428.57
onion,low,zaid,haryana,95.26026393,112.6529441,0,1531.62
soybean,medium,zaid,rajasthan,95.89684679,119.2912213,0,3510.75
soybean,high,rabi,haryana,37.75542549,29.46026914,0,5129.4
cotton,medium,zaid,up,34.06745241,166.3090663,0,4633.27
onion,low,kharif,haryana,63.76966037,117.8189352,1,1952.02
jowar,high,kharif,rajasthan,97.21949888,166.4956,0,2920.01
wheat,high,zaid,karnataka,19.61682656,0.812117257,0,2118
cotton,medium,rabi,rajasthan,97.55465433,128.4027169,0,4300.17
tomato,high,zaid,maharashtra,99.18684917,0.170739487,0,2490.52
soybean,low,zaid,mp,46.26881965,29.72482609,0,2952.09
jowar,medium,rabi,karnataka,88.71588279,41.83645058,0,3309.31
cotton,medium,zaid,maharashtra,51.93571432,93.62040889,0,5274.07
wheat,high,zaid,karnataka,69.76760646,76.36781931,0,2131.35
jowar,high,zaid,mp,24.81325144,38.91123224,0,2759.18
soybean,high,kharif,karnataka,95.00261624,120.6627809,1,6195.92
chana,low,zaid,maharashtra,76.35994,154.1545376,0,3173.53
onion,high,kharif,punjab,53.06913559,50.57346007,0,1957.27
onion,medium,zaid,punjab,26.19714504,139.7226003,0,1822.15
onion,high,kharif,rajasthan,10.56981195,67.03062852,0,1710.69
soybean,high,rabi,punjab,81.17827698,150.2307407,0,4549.38
jowar,high,kharif,karnataka,80.55758235,127.6278977,0,3231.8
chana,high,zaid,maharashtra,36.88352501,49.54723281,0,5131.44
onion,low,rabi,punjab,75.18893228,87.1938532,0,1806.75
sugarcane,medium,kharif,rajasthan,62.76679625,46.43571004,0,269.03
rice,medium,kharif,punjab,25.10603066,176.6351941,0,3115.49
sugarcane,high,kharif,maharashtra,13.6972561,73.60775982,0,319.28
jowar,medium,rabi,rajasthan,6.118596984,153.5190237,0,2901.18
tomato,low,zaid,rajasthan,77.93813791,101.1852509,0,1696.8
tur,medium,zaid,up,70.15247836,29.00865433,0,5637.34
soybean,high,kharif,rajasthan,80.61914511,109.9842141,0,4838.28
rice,medium,zaid,haryana,90.60825361,40.12873659,1,2998.46
wheat,high,kharif,maharashtra,2.385347607,146.47358,0,2072.7
wheat,medium,rabi,rajasthan,37.24617494,87.56516233,0,1936.51
jowar,medium,zaid,mp,54.53028554,90.05589657,0,2417.06
tomato,medium,rabi,up,64.18499239,113.0944263,0,2382.86
jowar,low,zaid,up,96.700594,145.4185458,1,2654.22
jowar,low,kharif,maharashtra,82.44890517,22.9314993,0,2868.39
wheat,low,kharif,haryana,96.60320274,48.43442461,0,1899.46
tomato,low,kharif,punjab,35.66999061,154.3812487,0,1592.6
wheat,high,rabi,up,86.6720569,175.7243194,0,2106.42
tomato,low,kharif,maharashtra,64.22391451,32.21483561,1,2154.83
onion,medium,zaid,punjab,76.57836361,154.9446858,0,1592.64
cotton,low,kharif,mp,53.29509004,75.77647591,0,5295.02
tomato,high,rabi,karnataka,98.52749614,70.29095386,0,2483.74
rice,high,rabi,rajasthan,3.233603425,29.52869853,0,2998.79
rice,high,zaid,karnataka,99.5927413,119.9682442,0,2185.02
sugarcane,medium,zaid,rajasthan,95.76632554,97.32341846,0,252.19
tur,high,kharif,mp,45.66285005,83.86733148,0,7128.59
sugarcane,low,zaid,punjab,32.53113501,105.5051847,1,317.13
jowar,high,rabi,haryana,62.19097169,13.48477324,0,4487.44
soybean,medium,zaid,up,98.36884845,41.08465132,0,3663.27
tur,high,zaid,punjab,89.05950905,138.0786677,0,6708.69
wheat,high,kharif,punjab,33.786465,199.2543136,0,2082.51
wheat,low,rabi,rajasthan,93.0356349,1.590836256,1,2135.65
cotton,high,kharif,karnataka,48.51264321,120.9419588,0,7553.36
wheat,medium,kharif,punjab,81.40107847,36.54261471,0,2246.74
chana,low,kharif,rajasthan,90.32587547,126.0372878,0,2989.37
soybean,medium,kharif,haryana,44.69109293,12.12999811,0,5262.48
jowar,medium,kharif,mp,84.00978637,37.03518777,0,3244.2
rice,high,rabi,karnataka,51.36528865,128.6322902,0,2622.06
wheat,medium,rabi,karnataka,69.70882033,190.4203071,0,1757.51
tomato,high,rabi,rajasthan,71.68032841,158.518228,0,2413.24
soybean,low,zaid,punjab,53.37311272,76.42169406,0,3300.19
jowar,low,kharif,rajasthan,96.05865457,128.190444,0,2315.2
chana,high,zaid,mp,89.98229821,156.7921574,0,4728.83
sugarcane,low,rabi,maharashtra,11.77927999,91.82598156,0,227.54
jowar,medium,rabi,rajasthan,57.38871282,47.03377391,0,3243.95
soybean,low,kharif,mp,17.16587652,186.3200253,1,4507.01
wheat,low,rabi,punjab,16.72493184,156.4878819,0,1783.78
soybean,medium,kharif,punjab,33.39848,131.6394816,0,4860.11
jowar,low,rabi,maharashtra,46.04516023,197.2526929,0,2420.68
tur,high,rabi,maharashtra,37.52252296,143.0343905,0,6268.66
jowar,medium,rabi,punjab,93.29400247,185.4774713,0,3084.3
tur,medium,zaid,mp,45.04510493,33.80026929,0,5475.73
tur,low,rabi,karnataka,13.8911987,90.4376209,0,4498.56
rice,high,kharif,haryana,52.74169988,68.99241695,0,4215.14
wheat,high,zaid,rajasthan,99.4901309,60.47970397,0,1904.19
rice,low,rabi,punjab,98.87494801,14.68889403,0,2327.84
jowar,high,zaid,rajasthan,97.35740087,198.0768355,0,2185.89
sugarcane,low,rabi,up,51.93019639,113.8983677,0,250.41
soybean,low,rabi,rajasthan,87.18948341,42.96281282,0,3383.9
wheat,high,rabi,haryana,35.75654764,177.0168239,1,3469.74
sugarcane,high,rabi,haryana,19.08620456,24.64420241,0,369.47
tomato,medium,kharif,karnataka,95.35215515,131.0217941,0,1549.66
jowar,low,kharif,rajasthan,77.68146474,83.46829465,1,3278.27
soybean,low,rabi,rajasthan,20.46207217,197.9099583,0,2772.39
jowar,medium,zaid,haryana,33.34113228,48.58193436,0,3204.17
tur,medium,kharif,karnataka,14.05955118,68.05764128,0,7722.92
wheat,low,zaid,haryana,16.71156852,82.46684313,0,1735.29
tur,medium,rabi,karnataka,51.40172491,141.7913608,0,5820.54
sugarcane,medium,rabi,mp,69.98144508,38.62456805,0,324.65
tomato,high,kharif,mp,72.69637645,54.0294161,0,2220.91
soybean,low,kharif,rajasthan,30.8035407,96.71545823,0,3344.49
tur,high,kharif,haryana,81.52812602,69.89489919,0,8751.07
cotton,medium,kharif,karnataka,40.69997216,163.2251147,0,6130.68
cotton,medium,zaid,mp,97.21866258,143.4655574,0,4049.47
rice,low,rabi,maharashtra,8.720300466,113.4679859,0,1811.07
soybean,medium,zaid,up,24.99738975,55.52389992,1,4841.17
soybean,medium,kharif,up,3.478597288,89.64776931,0,4178.49
jowar,high,zaid,punjab,63.48255272,24.64926724,0,3702.54
jowar,medium,kharif,haryana,29.15761207,53.44939501,1,4318.09
chana,medium,rabi,up,61.08759587,24.61757068,0,5708.79
sugarcane,low,kharif,maharashtra,81.91728601,46.98125223,0,242.69
cotton,low,rabi,up,22.55849924,35.3246852,0,4621.41
chana,high,zaid,mp,1.985408946,94.32861942,0,4430.29
onion,low,kharif,maharashtra,79.032306,143.0564263,1,1414.3
rice,medium,kharif,up,99.04938181,50.52389212,0,2908.64
chana,low,rabi,karnataka,99.22299209,122.7029365,0,3947.04
chana,medium,kharif,rajasthan,50.20297019,18.02282415,1,5522.65
jowar,high,zaid,haryana,19.08393348,138.828683,1,4075.34
soybean,high,kharif,haryana,67.80132254,79.11558294,0,5306.64
tomato,high,zaid,rajasthan,24.51019281,52.43431035,0,2278.42
chana,medium,kharif,karnataka,92.23255338,23.81420015,0,4275.14
jowar,high,kharif,maharashtra,36.06784713,138.8554234,1,4434.42
wheat,high,kharif,karnataka,11.38553425,174.4220818,0,1832.07
tomato,low,kharif,up,9.729826063,67.37187644,0,1627.28
jowar,low,rabi,punjab,12.7916603,186.9723589,0,2604.78
soybean,medium,rabi,punjab,81.06548067,53.85206329,1,5334.76
tur,high,rabi,maharashtra,66.21899017,73.53790451,0,6423.7
onion,high,zaid,maharashtra,85.51587568,150.9853673,0,1693.68
cotton,medium,zaid,maharashtra,67.83042824,153.354109,0,4838.27
cotton,low,rabi,punjab,62.18420559,115.0881853,0,4640.08
wheat,high,rabi,haryana,43.38534963,52.71489764,0,2836.18
rice,low,rabi,maharashtra,32.70560779,184.8543047,0,1775.97
jowar,low,zaid,karnataka,22.60309464,9.926172136,0,2304.93
onion,low,rabi,punjab,95.37889389,22.1473249,0,1841.77
tomato,low,zaid,up,54.36992436,39.71659565,0,1730.65
tur,medium,kharif,up,72.6590395,37.35368325,0,7346.87
soybean,low,zaid,up,30.32125715,174.1841322,0,2811.23
sugarcane,low,zaid,karnataka,76.29268801,145.1383698,0,218.36
chana,low,zaid,haryana,55.96858476,186.5596114,0,3963.1
soybean,medium,rabi,punjab,40.44193808,98.92226258,0,4294.22
soybean,medium,rabi,haryana,53.05309551,177.8580044,0,3478.21
chana,medium,zaid,up,28.01001011,195.6497188,0,4007.57
soybean,medium,kharif,rajasthan,67.8634045,124.9674387,0,3728.38
rice,low,zaid,mp,4.556918041,96.56698028,1,2277.42
jowar,low,kharif,rajasthan,45.44374422,12.2205913,0,2685.72
tomato,high,kharif,karnataka,15.62510228,161.9304664,0,1924.32
sugarcane,low,kharif,up,43.12763284,82.70337088,0,212.74
wheat,medium,zaid,punjab,99.79302286,117.0366283,0,1805
sugarcane,low,rabi,haryana,70.14103035,83.35062246,0,306.82
chana,medium,rabi,up,38.66400072,11.30292488,0,5449.12
tur,medium,zaid,up,91.24917784,69.82385403,0,5152.19
soybean,low,rabi,mp,55.15687522,106.5771273,0,3290.34
tur,high,rabi,haryana,8.567956886,116.0389806,0,6680.86
rice,low,kharif,mp,32.01945538,83.55213432,0,2410.91
rice,high,kharif,rajasthan,25.5418003,19.07476158,0,3619.24
tomato,high,rabi,rajasthan,58.67757233,127.9997807,0,2558.16
onion,low,zaid,punjab,61.48093917,162.1239733,0,1481.21
cotton,high,kharif,maharashtra,44.14547127,29.72537689,0,7071.14
chana,medium,kharif,up,34.81357195,61.8615331,0,4042.73
tur,low,rabi,maharashtra,72.42509444,65.39168405,0,5296.28
chana,low,rabi,karnataka,31.22138726,39.19136423,1,5638.42
wheat,low,zaid,punjab,70.39002881,84.41372763,0,1773.2
onion,low,kharif,punjab,64.44636537,192.7558273,1,1657.22
cotton,low,rabi,karnataka,18.69329279,16.46929915,1,6502.35
sugarcane,low,zaid,rajasthan,8.626192567,159.2939256,1,222.27
wheat,high,zaid,up,12.17973254,13.13808587,0,1960.9
onion,low,zaid,mp,67.38997516,45.08042295,0,1352.37
tur,high,rabi,up,67.3980887,89.82611318,1,8825.57
jowar,medium,rabi,up,5.386671313,64.11878142,0,3310.12
sugarcane,low,rabi,mp,28.98290962,36.78241025,0,259.59
tur,high,rabi,karnataka,61.7448343,10.43144617,0,7571.66
wheat,high,rabi,mp,85.40962131,34.43352909,0,2577.63
onion,low,zaid,mp,23.5885661,38.50696354,0,1406.32
onion,low,zaid,haryana,30.67008531,33.27254486,0,1515.5
tur,high,zaid,haryana,10.59393503,58.10064944,0,6449.05
onion,high,zaid,rajasthan,45.23421517,191.239974,0,1559.26
rice,high,zaid,punjab,86.38137619,95.88230298,0,2970.63
jowar,high,rabi,maharashtra,43.08517727,35.18865546,0,3631.47
chana,medium,zaid,punjab,64.63062098,31.07407119,0,5349.42
tomato,high,zaid,up,67.48181938,29.80844184,0,2294.87
onion,medium,kharif,mp,27.14692863,17.53934183,0,1673.3
cotton,low,zaid,karnataka,58.1359146,44.51696743,0,4433.69
tur,high,rabi,rajasthan,9.100509382,133.7215185,0,6074.57
tur,medium,kharif,mp,17.90247554,174.0655187,0,6392.14
jowar,medium,kharif,haryana,48.44499513,57.47598305,0,3801.63
soybean,medium,rabi,mp,65.367743,151.7230968,0,3572
cotton,low,kharif,mp,23.02217061,39.98082914,0,5861.35
rice,low,rabi,haryana,37.48348913,109.8353078,0,2212.92
wheat,high,zaid,karnataka,21.60063427,76.83783041,0,2031.32
chana,high,rabi,up,93.14995773,23.89628567,0,6151.25
tomato,high,rabi,up,26.36910781,11.85455735,0,2794.98
cotton,medium,zaid,haryana,50.88582263,31.14938637,0,5342.75
soybean,high,rabi,maharashtra,61.25856221,7.933081938,0,4962.69
jowar,medium,rabi,karnataka,65.12782037,142.0343215,0,3197.44
tur,high,zaid,mp,83.26466158,117.7945178,0,5797.02
sugarcane,low,kharif,rajasthan,66.24715739,113.1047061,0,198.26
sugarcane,low,zaid,haryana,50.42905672,62.39972288,1,333.36
tomato,high,rabi,karnataka,35.96417276,165.3953754,0,2547.25
cotton,high,rabi,mp,85.59600414,112.7892257,0,5254.8
sugarcane,high,zaid,mp,59.65150556,16.72553264,0,306.13
wheat,low,rabi,rajasthan,3.84523,34.15659176,0,1836.82
jowar,medium,rabi,mp,22.81178184,78.8226767,0,2979.29
wheat,low,rabi,punjab,79.69802223,32.73805678,0,2187.63
onion,high,rabi,haryana,47.00929064,168.5809117,0,2395.01
tur,medium,kharif,mp,91.63820259,64.78561631,1,9136.99
soybean,low,kharif,rajasthan,3.773866276,119.9659208,0,3512.85
soybean,high,zaid,up,94.96209332,65.81955179,0,4570.88
sugarcane,low,zaid,haryana,32.24574898,184.0657153,1,275.62
rice,low,rabi,punjab,93.03686136,120.1427287,0,2408.07
onion,high,rabi,rajasthan,37.06860909,125.6480852,0,1952.33
onion,high,rabi,up,66.2469252,158.8118263,0,2138.61
soybean,low,rabi,rajasthan,68.3076066,199.5233672,0,2468.35
tomato,medium,zaid,haryana,98.9667649,23.16693167,0,2340.41
onion,high,rabi,mp,74.67575296,171.9407776,0,1904.76
sugarcane,medium,kharif,haryana,67.4736311,47.43689231,0,343.6
rice,high,zaid,punjab,72.01261602,79.05769221,0,2807.64
wheat,low,zaid,rajasthan,46.61347951,191.096179,0,1291.77
soybean,medium,rabi,up,67.57862556,8.86645016,0,3985.59
cotton,low,zaid,rajasthan,16.87555145,178.8930759,0,3665.27
onion,medium,rabi,punjab,55.24219474,141.4689918,0,2280.92
tomato,medium,kharif,haryana,5.966715506,176.3924856,1,2324.55
tomato,high,rabi,maharashtra,56.11010095,53.09931277,1,3398.36
cotton,high,rabi,mp,14.74532261,176.2425465,0,5335.99
chana,medium,zaid,up,15.84713489,65.93897734,0,4476.68
tomato,low,rabi,maharashtra,59.14440004,126.0869058,0,1938.07
rice,low,zaid,mp,83.07779598,152.201458,0,1718.66
cotton,high,rabi,mp,99.46829951,59.78721137,0,5847.37
chana,low,rabi,mp,78.40350041,55.80403548,0,4335.78
rice,medium,kharif,mp,39.34911886,99.62943142,0,2509.91
onion,high,rabi,mp,57.42452693,149.9535117,0,1904.29
soybean,low,zaid,karnataka,38.33458935,43.99604098,0,3338.95
onion,low,rabi,mp,73.53588345,22.1203503,0,1856.05
jowar,high,zaid,maharashtra,33.00869027,87.86326157,0,2809.34
cotton,medium,rabi,rajasthan,66.10407798,102.3326395,0,4208.27
jowar,medium,kharif,haryana,37.43497522,44.75648722,0,3843.51
tomato,low,rabi,up,77.91121858,157.4139005,0,1896.2
cotton,high,zaid,rajasthan,52.95063992,7.196719242,0,5851.83
wheat,medium,rabi,rajasthan,97.5440487,193.2794584,0,1882.89
wheat,high,kharif,up,96.63519752,189.4062794,0,1931.06
soybean,low,kharif,up,62.18703003,18.31034715,0,3663.02
sugarcane,low,zaid,maharashtra,74.38516139,184.4499403,0,177.94
tomato,medium,zaid,maharashtra,34.68746875,0.402252869,0,2188.05
wheat,low,kharif,rajasthan,68.18159038,170.461766,0,1251.69
onion,low,rabi,maharashtra,8.071337027,167.0937282,0,1370.24
soybean,low,rabi,up,21.0049796,29.72751113,0,3237.08
chana,medium,zaid,haryana,80.84797724,2.040837457,0,4739.85
cotton,low,rabi,rajasthan,50.85229609,169.5064007,1,4820.57
sugarcane,low,kharif,mp,89.01456837,90.81305127,0,244.16
tur,medium,kharif,mp,33.55720262,132.5675201,1,7662.22
cotton,high,zaid,rajasthan,37.05856023,33.72136126,0,5076.47
wheat,medium,zaid,rajasthan,14.23335464,154.3636424,0,1389.13
cotton,low,kharif,haryana,24.94509398,86.1941685,0,6505.03
soybean,low,rabi,rajasthan,34.46619918,140.134469,0,2836.6
soybean,high,kharif,haryana,74.83243364,41.35927327,0,6366.29
rice,high,rabi,up,34.05032138,5.769680058,0,2948.17
chana,low,zaid,punjab,43.90448238,118.9650579,0,4221.02
soybean,medium,kharif,mp,58.49176175,138.3862839,1,5616.94
jowar,high,kharif,up,43.3008891,84.46277557,0,3687.54
onion,high,kharif,rajasthan,22.10881456,7.592272193,0,1764.58
sugarcane,medium,zaid,rajasthan,9.461136274,52.35800022,0,234.93
jowar,low,rabi,mp,89.96256896,135.4643176,0,2538.31
jowar,low,zaid,punjab,64.6213274,178.0014549,0,2137.32
tur,low,kharif,maharashtra,26.60884879,145.4347452,0,5284.5
chana,high,kharif,haryana,19.61765723,71.7248211,0,5757.97
soybean,high,zaid,karnataka,14.7570767,90.2917692,0,4431.79
soybean,high,zaid,mp,32.19152165,85.78474155,0,4152.52
rice,medium,rabi,punjab,24.3159307,158.5964471,0,2541.67
tomato,high,kharif,karnataka,70.19915886,18.02065594,1,3044.19
cotton,medium,kharif,punjab,67.29012444,44.05747206,0,8252.73
rice,high,kharif,rajasthan,35.66599166,146.8619333,1,3470.88
jowar,medium,zaid,rajasthan,50.30102265,108.439129,0,2359.93
rice,high,zaid,rajasthan,48.21982122,71.2453775,0,2535.96
wheat,low,kharif,up,94.90973082,42.71260169,0,1510.26
onion,medium,kharif,rajasthan,16.72785012,147.4492977,0,1310.07
cotton,high,kharif,haryana,44.15896589,17.31427907,0,9492.69
onion,high,rabi,rajasthan,57.81470087,38.8473516,0,2270.22
rice,high,zaid,maharashtra,55.98382572,0.855040434,0,2677.6
rice,high,rabi,karnataka,90.05048848,152.5306179,0,2776.31
cotton,medium,kharif,maharashtra,46.1821634,0.057294879,0,7532.76
tur,high,zaid,rajasthan,16.87504448,47.70548786,0,5460.37
tomato,medium,rabi,karnataka,52.20793072,9.895638211,1,3122.82
chana,high,zaid,haryana,19.94313151,82.38452558,0,5002.47
sugarcane,low,rabi,up,76.38349266,16.10300196,0,254.55
tomato,high,kharif,rajasthan,1.06055188,173.0751224,0,1566.13
soybean,low,rabi,haryana,22.98233383,193.0887974,0,3167.67
chana,medium,zaid,karnataka,92.34505465,162.0769588,0,4165.82
soybean,high,kharif,maharashtra,21.26069943,12.99805207,0,5803.26
chana,low,rabi,karnataka,8.320920297,177.1799248,0,4137.44
sugarcane,high,kharif,haryana,98.58043479,12.83324362,0,384.69
rice,high,rabi,mp,58.96153287,186.8911374,0,2472.41
sugarcane,low,zaid,maharashtra,1.205983278,186.3063603,0,214.1
tomato,high,rabi,karnataka,5.931417681,148.349961,0,2317.93
chana,medium,rabi,haryana,96.26459949,51.24338643,0,6321.96
wheat,medium,rabi,haryana,41.47232983,63.51162792,0,2182.71
rice,medium,kharif,haryana,99.51012357,134.7308662,0,2881.92
tomato,high,zaid,karnataka,51.01585128,6.014445496,1,3504.41
wheat,medium,kharif,mp,12.70148424,33.34664956,0,1792.16
wheat,high,kharif,karnataka,93.78176534,21.57286769,0,2379.12
cotton,high,kharif,rajasthan,83.05739474,184.7693248,0,5517.2
rice,medium,zaid,maharashtra,4.636090702,159.7925051,0,1888.67
soybean,low,zaid,karnataka,33.61589016,81.52943093,0,3087.86
tur,high,kharif,mp,97.18567589,85.15637521,0,7388.99
onion,low,zaid,up,38.63049387,71.9815855,0,1262.67
tomato,medium,zaid,rajasthan,82.52416122,135.6579497,0,1917.54
tur,low,kharif,karnataka,98.34477965,59.26040902,0,6361.48
rice,low,zaid,maharashtra,62.17390743,55.14925212,0,2068.99
tomato,medium,rabi,mp,64.62656527,66.62331158,0,2485.37
sugarcane,medium,zaid,karnataka,55.38517815,121.092972,0,239.27
jowar,high,zaid,maharashtra,67.57551501,167.1666522,0,2726.95
rice,high,rabi,rajasthan,59.9404202,44.00251973,0,2491.16
tur,high,rabi,maharashtra,79.41847216,147.4539366,1,7799.56
tomato,low,zaid,haryana,52.70208191,10.66615797,0,2194.5
jowar,low,kharif,rajasthan,99.87073105,183.8596877,0,2278.4
soybean,medium,rabi,up,71.5625472,197.0770281,0,3108.66
tomato,low,zaid,punjab,18.54417692,65.19958371,0,1971.58
sugarcane,high,rabi,mp,85.64608989,159.4051487,0,273.19
onion,high,zaid,mp,95.08804514,7.083794656,0,1927.98
tomato,medium,zaid,up,13.82582004,174.3194302,0,1916.3
rice,low,zaid,maharashtra,99.20368071,150.6172789,1,2142.59
soybean,medium,zaid,maharashtra,49.97215994,34.98930275,0,3800.25
jowar,medium,kharif,haryana,72.92062229,96.37817721,0,3154.96
cotton,low,kharif,punjab,3.566663536,169.6458265,1,7564.7
soybean,low,rabi,karnataka,63.01239179,143.7945879,0,2768.13
tomato,medium,zaid,karnataka,85.90413248,7.590097252,0,2099.38
sugarcane,high,rabi,haryana,18.16243509,29.09652992,1,569.59
tomato,medium,zaid,mp,24.17517098,38.26212361,1,2654.21
cotton,low,kharif,rajasthan,92.21537287,112.0008728,0,4733.16
sugarcane,medium,zaid,karnataka,18.92517294,114.3438201,0,246.14
onion,high,kharif,rajasthan,24.25789807,195.9942579,0,1315.42
onion,high,rabi,haryana,50.27501027,116.1134047,0,2582.2
soybean,medium,rabi,karnataka,28.80058909,124.8787593,0,3824.15
sugarcane,medium,rabi,up,17.14970893,2.838059999,0,332.65
tur,high,kharif,punjab,58.47438286,5.270582446,0,9623.17
jowar,medium,kharif,rajasthan,40.164319,5.258888134,0,3348.8
jowar,low,zaid,maharashtra,8.484557301,57.27931569,0,2391.27
sugarcane,medium,kharif,karnataka,50.87818977,163.506221,0,233.16
